,name,sido,gugun
0,가경동점,충청북도,청주시흥덕구
1,가남점,경기도,여주시
2,가래비점,경기도,양주시
3,가마점,충청북도,청주시서원구
4,가수원점,대전광역시,서구
5,가양동점,서울특별시,강서구
6,가오점,대전광역시,동구
7,가운점,경기도,남양주시
8,가장점,대전광역시,서구
9,가정지구1점,인천광역시,서구
10,가좌3점,인천광역시,서구
11,가평역전점,경기도,가평군
12,가평점,경기도,가평군
13,가평현리점,경기도,가평군
14,가흥점,경상북도,영주시
15,각화주공점,광주광역시,북구
16,간현점,강원도,원주시
17,갈곶원동점,경기도,오산시
18,갈마점,대전광역시,서구
19,갈산점,인천광역시,부평구
20,갈산점(이천),경기도,이천시
21,갈산점(홍성),충청남도,홍성군
22,감곡점,충청북도,음성군
23,감삼점,대구광역시,달서구
24,강경점,충청남도,논산시
25,강구점,경상북도,영덕군
26,강남구청점,서울특별시,강남구
27,강남대점,경기도,용인시기흥구
28,강남점,대구광역시,동구
29,강릉교동점,강원도,강릉시
30,강릉대점,강원도,강릉시
31,강릉서부점,강원도,강릉시
32,강릉옥계점,강원도,강릉시
33,강릉옥천동점,강원도,강릉시
34,강릉유천점,강원도,강릉시
35,강북점,대구광역시,북구
36,강상점,경기도,양평군
37,강서구청점,서울특별시,강서구
38,강서점,충청북도,청주시흥덕구
39,강선점,경기도,고양시일산서구
40,강진점,전라남도,강진군
41,강화1점,인천광역시,강화군
42,강화2점,인천광역시,강화군
43,개군점,경기도,양평군
44,개금점,부산광역시,부산진구
45,개봉1점,서울특별시,구로구
46,개신점,충청북도,청주시흥덕구
47,개포2점,서울특별시,강남구
48,개포3점,서울특별시,강남구
49,거모점,경기도,시흥시
50,거진점,강원도,고성군
51,거창점,경상남도,거창군
52,건등점,강원도,원주시
53,건영점,경기도,고양시일산서구
54,건천점,경상북도,경주시
55,검암경서점,인천광역시,서구
56,경남고성점,경상남도,고성군
57,경남단계점,경상남도,산청군
58,경남사천점,경상남도,사천시
59,경남양산점,경상남도,양산시
60,경복점,서울특별시,강남구
61,경안점,경기도,광주시
62,경포대점,강원도,강릉시
63,계산1점,인천광역시,계양구
64,계양1동점,인천광역시,계양구
65,고강1점,경기도,부천시오정구
66,고강2점,경기도,부천시오정구
67,고담리점,경기도,이천시
68,고대점,충청남도,당진시
69,고덕역점,서울특별시,강동구
70,고덕점,충청남도,예산군
71,고매리점,경기도,용인시기흥구
72,고북점,충청남도,서산시
73,고은점,충청북도,청주시상당구
74,고읍점,경기도,양주시
75,고잔2점,경기도,안산시단원구
76,고잔점,경기도,안산시단원구
77,고척동점,서울특별시,구로구
78,고천점,경기도,의왕시
79,고한점,강원도,정선군
80,곡반정점,경기도,수원시권선구
81,곤명점,경상남도,사천시
82,곤지암점,경기도,광주시
83,공덕동점,서울특별시,마포구
84,공덕역점,서울특별시,마포구
85,공도점,경기도,안성시
86,공릉철길공원점,서울특별시,노원구
87,공성점,경상북도,상주시
88,공주1점,충청남도,공주시
89,공주산성동점,충청남도,공주시
90,과학단지점,충청북도,청주시청원구
91,관기점,충청북도,보은군
92,관산점,경기도,고양시덕양구
93,관양1점,경기도,안양시동안구
94,관음점,대구광역시,북구
95,관저1점,대전광역시,서구
96,관저2점,대전광역시,서구
97,광교점,경기도,수원시영통구
98,광나루점,서울특별시,광진구
99,광릉내점,경기도,남양주시
100,광명1점,경기도,광명시
101,광명2점,경기도,광명시
102,광명3점,경기도,광명시
103,광산점,광주광역시,광산구
104,광안점,부산광역시,수영구
105,광양점,전라남도,광양시
106,광장동점,서울특별시,광진구
107,광주점,경기도,광주시
108,광주지사,,
109,광천점,충청남도,홍성군
110,광탄점,경기도,파주시
111,광혜원점,충청북도,진천군
112,괘법점,부산광역시,사상구
113,괴산점,충청북도,괴산군
114,괴안1점,경기도,부천시소사구
115,괴정1점,대전광역시,서구
116,교대역점,서울특별시,서초구
117,교하점,경기도,파주시
118,구곡현대점,강원도,원주시
119,구례점,전라남도,구례군
120,구로2동점,서울특별시,구로구
121,구리남점,경기도,구리시
122,구리중앙점,경기도,구리시
123,구미송정점,경상북도,구미시
124,구반월점,경기도,안산시상록구
125,구산점,경상남도,김해시
126,구성마북점,경기도,용인시기흥구
127,구암점,전라북도,군산시
128,구운점,경기도,수원시권선구
129,구월1동점,인천광역시,남동구
130,구의동점,서울특별시,광진구
131,군남점,경기도,연천군
132,군산금호점,전라북도,군산시
133,군위점,경상북도,군위군
134,군자11점,경기도,안산시단원구
135,군포당동점,경기도,군포시
136,궁동점(대전),대전광역시,유성구
137,궁동점(서울),서울특별시,구로구
138,권선점,경기도,수원시권선구
139,궐동대우점,경기도,오산시
140,근화점,전라남도,목포시
141,금곡점,경기도,남양주시
142,금산2점,충청남도,금산군
143,금산점(진주),경상남도,진주시
144,금암점,전라북도,전주시덕진구
145,금오점,경기도,의정부시
146,금왕점,충청북도,음성군
147,금장점,경상북도,경주시
148,금촌주공점,경기도,파주시
149,금호동점(광주),광주광역시,서구
150,금호로타리점,서울특별시,성동구
151,금호역점,서울특별시,성동구
152,기계점,경상북도,포항시북구
153,기아점,경기도,광명시
154,기업도시점,충청북도,충주시
155,기장점,부산광역시,기장군
156,기지시점,충청남도,당진시
157,길동2점,서울특별시,강동구
158,길동3점,서울특별시,강동구
159,길음점,서울특별시,성북구
160,김해내동점,경상남도,김해시
161,김해중앙점,경상남도,김해시
162,까치산점,서울특별시,강서구
163,꼬꼬점,경상북도,포항시북구
164,꿈.연화점,경기도,부천시원미구
165,낙성대1점,서울특별시,관악구
166,난곡점,서울특별시,관악구
167,남목점,울산광역시,동구
168,남부점,강원도,원주시
169,남양주도곡점,경기도,남양주시
170,남원노암점,전라북도,남원시
171,남원점,제주특별자치도,서귀포시
172,남창점,울산광역시,울주군
173,남촌점,경기도,오산시
174,남해대교점,경상남도,남해군
175,남해점,경상남도,남해군
176,내곡동점,강원도,강릉시
177,내동2점,대전광역시,서구
178,내동점,경기도,부천시오정구
179,내면점,강원도,홍천군
180,내포1점,충청남도,홍성군
181,노량진2동점,서울특별시,동작구
182,노암점,강원도,강릉시
183,노은반석점,대전광역시,유성구
184,노학점,강원도,속초시
185,녹양점,경기도,의정부시
186,논산2점,충청남도,논산시
187,논산대교점,충청남도,논산시
188,논산주공점,충청남도,논산시
189,논현동점,서울특별시,강남구
190,농암점,경상북도,문경시
191,능곡점,경기도,고양시덕양구
192,능주점,전라남도,화순군
193,다인점,경상북도,의성군
194,단계점,강원도,원주시
195,단계택지점,강원도,원주시
196,단관점,강원도,원주시
197,단구점,강원도,원주시
198,단월동점,경기도,이천시
199,달동1점,울산광역시,남구
200,달동2점,울산광역시,남구
201,달전점,경상북도,포항시북구
202,달천점,울산광역시,북구
203,답십리점,서울특별시,동대문구
204,당감점,부산광역시,부산진구
205,당북점,경상북도,안동시
206,당산동점,서울특별시,영등포구
207,당수동점,경기도,수원시권선구
208,당진1점,충청남도,당진시
209,당진2점,충청남도,당진시
210,당진3점,충청남도,당진시
211,당진송산점,충청남도,당진시
212,당진신평점,충청남도,당진시
213,대강점,충청북도,단양군
214,대고점,대전광역시,중구
215,대광리점,경기도,연천군
216,대구고성점,대구광역시,서구
217,대구남산점,대구광역시,중구
218,대구대명점,대구광역시,남구
219,대구상동점,대구광역시,수성구
220,대구서문점,대구광역시,서구
221,대구송정점,대구광역시,동구
222,대구신당점,대구광역시,달서구
223,대구지사,,
224,대구지산점,대구광역시,수성구
225,대림동산점,경기도,안성시
226,대림역점,서울특별시,구로구
227,대림점,서울특별시,영등포구
228,대방동점,서울특별시,동작구
229,대봉점,대구광역시,중구
230,대산점,충청남도,서산시
231,대소점,충청북도,음성군
232,대송점,울산광역시,동구
233,대신점,경기도,여주시
234,대우점,인천광역시,부평구
235,대전용문점,대전광역시,서구
236,대전자양점,대전광역시,동구
237,대전지사,,
238,대전터미널점,대전광역시,동구
239,대조동점,서울특별시,은평구
240,대진점,강원도,고성군
241,대천해수욕장점,충청남도,보령시
242,대치동점,서울특별시,강남구
243,대학로점,강원도,삼척시
244,대화장성점,경기도,고양시일산서구
245,대화점(강원),강원도,평창군
246,대화점(대전),대전광역시,대덕구
247,덕산점,충청북도,진천군
248,덕절리점,경기도,화성시
249,덕정점,경기도,양주시
250,덕천점,경기도,안양시만안구
251,덕풍동점,경기도,하남시
252,도계점,강원도,삼척시
253,도고점,충청남도,아산시
254,도구점,경상북도,포항시남구
255,도당점,경기도,부천시원미구
256,도련점,제주특별자치도,제주시
257,도림주공점,인천광역시,남동구
258,도립대점,강원도,강릉시
259,도마점,대전광역시,서구
260,도봉점,서울특별시,도봉구
261,도안지구점,대전광역시,유성구
262,도영점,강원도,원주시
263,도평점,경기도,광주시
264,도화동점,서울특별시,마포구
265,독립문점,서울특별시,종로구
266,독산1점,서울특별시,금천구
267,독산3점,서울특별시,금천구
268,독산점,서울특별시,금천구
269,동대동점,충청남도,보령시
270,동두천역전점,경기도,동두천시
271,동두천터미널점,경기도,동두천시
272,동명동점,강원도,속초시
273,동문점,경기도,용인시수지구
274,동방점,서울특별시,성북구
275,동보점,강원도,원주시
276,동삼점,부산광역시,영도구
277,동소문동점,서울특별시,성북구
278,동송점,강원도,철원군
279,동신점,경기도,수원시장안구
280,동아점,경기도,고양시일산동구
281,동암남점,인천광역시,부평구
282,동인점,대구광역시,중구
283,동천동점,경기도,용인시수지구
284,동천점,경상북도,경주시
285,동촌점,대구광역시,동구
286,동탄2점,경기도,화성시
287,동탄영천점,경기도,화성시
288,동해점,강원도,동해시
289,두구동점,부산광역시,금정구
290,두정2점,충청남도,천안시서북구
291,두정점,충청남도,천안시서북구
292,두호점,경상북도,포항시북구
293,둔덕점,전라남도,여수시
294,둔산1점,대전광역시,서구
295,둔산2점,대전광역시,서구
296,둔전점,경기도,용인시처인구
297,등촌제일점,서울특별시,강서구
298,뚝섬점,서울특별시,광진구
299,레이크타운점,경기도,안산시단원구
300,마도점,경기도,화성시
301,마석점,경기도,남양주시
302,마송점,경기도,김포시
303,마장동점,서울특별시,성동구
304,마전점,충청남도,금산군
305,마천1점,서울특별시,송파구
306,마평리점,경기도,용인시처인구
307,만년점,대전광역시,서구
308,만수1점,인천광역시,남동구
309,만수3점,인천광역시,남동구
310,만수삼환점,인천광역시,남동구
311,만수주공점,인천광역시,남동구
312,만촌점,대구광역시,수성구
313,망상점,강원도,동해시
314,망우동점,서울특별시,중랑구
315,망원동점,서울특별시,마포구
316,매산점,경기도,수원시팔달구
317,매송점,경기도,화성시
318,매탄점,경기도,수원시영통구
319,매화동점,경기도,시흥시
320,면목1점,서울특별시,중랑구
321,명곡점,대구광역시,달성군
322,명보점,충청북도,제천시
323,명일점,서울특별시,강동구
324,명지점,부산광역시,강서구
325,모가점,경기도,이천시
326,모라점,부산광역시,사상구
327,모란점,경기도,성남시중원구
328,모산점,충청남도,아산시
329,모슬포점,제주특별자치도,서귀포시
330,모현점,경기도,용인시처인구
331,목감점,경기도,시흥시
332,목동1점,서울특별시,양천구
333,목동3점,서울특별시,양천구
334,목동시장점,서울특별시,양천구
335,목상석봉점,대전광역시,대덕구
336,목행점,충청북도,충주시
337,무거1점,울산광역시,남구
338,무실점,강원도,원주시
339,무원삼보점,경기도,고양시덕양구
340,무주리조트,전라북도,무주군
341,무주점,전라북도,무주군
342,무지개점,경기도,성남시분당구
343,묵동점,서울특별시,중랑구
344,묵호점,강원도,동해시
345,문경점,경상북도,문경시
346,문덕점,경상북도,포항시남구
347,문막점,강원도,원주시
348,문산점,경기도,파주시
349,문정점,서울특별시,송파구
350,문촌점,경기도,고양시일산서구
351,문학점,인천광역시,남구
352,문화동점,충청북도,충주시
353,문화점,대전광역시,중구
354,미금점,경기도,성남시분당구
355,미룡산북점,전라북도,군산시
356,미아점,서울특별시,강북구
357,미원점,충청북도,청주시상당구
358,민락점,경기도,의정부시
359,밀양댐점,경상남도,밀양시
360,박달동점,경기도,안양시만안구
361,반구점,울산광역시,중구
362,반달마을점,경기도,부천시원미구
363,반송2점,부산광역시,해운대구
364,반여점,부산광역시,해운대구
365,반월점,전라북도,전주시덕진구
366,반포동점,서울특별시,서초구
367,발산동점,서울특별시,강서구
368,발안1점,경기도,화성시
369,방배본점,서울특별시,서초구
370,방어진점,울산광역시,동구
371,방이2점,서울특별시,송파구
372,방화1점,서울특별시,강서구
373,방화2점,서울특별시,강서구
374,백련시장점,서울특별시,서대문구
375,백석점,경기도,양주시
376,백암점,경상북도,울진군
377,백양사점,전라남도,장성군
378,백천점,경상북도,경산시
379,백학점,경기도,연천군
380,번동점,서울특별시,강북구
381,범서점,울산광역시,울주군
382,범어점,경상남도,양산시
383,범어B점,대구광역시,수성구
384,법1동점,대전광역시,대덕구
385,법2동점,대전광역시,대덕구
386,별내점,경기도,남양주시
387,병영점,울산광역시,중구
388,병점점,경기도,화성시
389,병천점,충청남도,천안시동남구
390,보개점,경기도,안성시
391,보광2점,서울특별시,용산구
392,보라매동점,서울특별시,관악구
393,보라점,경기도,용인시기흥구
394,보령웅천점,충청남도,보령시
395,보은점,충청북도,보은군
396,복대점,충청북도,청주시흥덕구
397,복수점,대전광역시,서구
398,복창점,경기도,평택시
399,본리점,대구광역시,달서구
400,본오2점,경기도,안산시상록구
401,봉계점,울산광역시,울주군
402,봉곡점,경상북도,구미시
403,봉담와우리점,경기도,화성시
404,봉담점,경기도,화성시
405,봉덕2점,대구광역시,남구
406,봉동점,전라북도,완주군
407,봉명동점,충청북도,청주시흥덕구
408,봉산점,강원도,원주시
409,봉암리점,경기도,양주시
410,봉천2동점,서울특별시,관악구
411,봉천현대점,서울특별시,관악구
412,봉평점,강원도,평창군
413,봉화점,경상북도,봉화군
414,부강점,세종특별자치시,부강면
415,부개주공점,인천광역시,부평구
416,부곡온천점,경상남도,창녕군
417,부곡점(안산),경기도,안산시상록구
418,부곡점(의왕),경기도,의왕시
419,부기점,경상북도,경산시
420,부론점,강원도,원주시
421,부발점,경기도,이천시
422,부사점,대전광역시,중구
423,부산송정점,부산광역시,해운대구
424,부산신평점,부산광역시,사하구
425,부산지사,,
426,부석점,경상북도,영주시
427,부송점,전라북도,익산시
428,부안점,강원도,춘천시
429,부여점,충청남도,부여군
430,부평남부점,인천광역시,부평구
431,북가좌1점,서울특별시,서대문구
432,북가좌2점,서울특별시,서대문구
433,북문점,경기도,수원시장안구
434,북변점,경기도,김포시
435,북부점(경주),경상북도,경주시
436,북부점(포항),경상북도,포항시북구
437,북삼점,경상북도,칠곡군
438,북평점,강원도,동해시
439,분당동점,경기도,성남시분당구
440,분평동점,충청북도,청주시서원구
441,불광동점,서울특별시,은평구
442,불노지구점,인천광역시,서구
443,불당점,충청남도,천안시서북구
444,불로점,대구광역시,동구
445,비래가양점,대전광역시,동구
446,비산1동점,경기도,안양시동안구
447,비산삼호점,경기도,안양시동안구
448,비산점,대구광역시,서구
449,비산B점,대구광역시,서구
450,비인점,충청남도,서천군
451,사당4점,서울특별시,동작구
452,사동2점,경기도,안산시상록구
453,사동리점,경기도,이천시
454,사동점,경기도,안산시상록구
455,사북점,강원도,정선군
456,사우동점,강원도,춘천시
457,사우지구점,경기도,김포시
458,사직점,부산광역시,동래구
459,사창동점,충청북도,청주시서원구
460,사창리점,강원도,화천군
461,산격점,대구광역시,북구
462,산본13점,경기도,군포시
463,산본3점,경기도,군포시
464,산본6점,경기도,군포시
465,산본9점,경기도,군포시
466,산본리점,경기도,군포시
467,산북점,경기도,여주시
468,삼계점,경상남도,김해시
469,삼광점,강원도,원주시
470,삼동점,경기도,광주시
471,삼방점,경상남도,김해시
472,삼보영남점,경기도,부천시원미구
473,삼산점,인천광역시,부평구
474,삼성동점,서울특별시,강남구
475,삼송리점,경기도,고양시덕양구
476,삼양동점,서울특별시,강북구
477,삼환대우점,인천광역시,연수구
478,삽교점,충청남도,예산군
479,상계역점,서울특별시,노원구
480,상대원1점,경기도,성남시중원구
481,상도4동점,서울특별시,동작구
482,상도동점,서울특별시,동작구
483,상동라일락점,경기도,부천시원미구
484,상동점,전라북도,정읍시
485,상동현대점,경기도,부천시원미구
486,상리점,경기도,여주시
487,상무세정점,광주광역시,서구
488,상봉동점(서울),서울특별시,중랑구
489,상인점,대구광역시,달서구
490,상일동점,서울특별시,강동구
491,새마을점,경기도,안양시만안구
492,샘머리점,대전광역시,서구
493,샘터점,경기도,고양시덕양구
494,서3점,부산광역시,금정구
495,서귀동문점,제주특별자치도,서귀포시
496,서근리점,경기도,화성시
497,서남점,대구광역시,달서구
498,서둔탑동평동점,경기도,수원시권선구
499,서면점(충남),세종특별자치시,연서면
500,서문점,경기도,수원시장안구
501,서변점,대구광역시,북구
502,서부점,경상남도,창원시진해구
503,서산1점,충청남도,서산시
504,서산부영점,충청남도,서산시
505,서산삼성점,충청남도,서산시
506,서상점,경상남도,함양군
507,서석점,강원도,홍천군
508,서울자양1점,서울특별시,광진구
509,서울자양3점,서울특별시,광진구
510,서울지사,서울특별시,금천구
511,서정점,경기도,평택시
512,서천점,충청남도,서천군
513,서천점(용인),경기도,용인시기흥구
514,서초동점,서울특별시,서초구
515,서현점,경기도,성남시분당구
516,석관동점,서울특별시,성북구
517,석림점,충청남도,서산시
518,석문점,충청남도,당진시
519,석사점,강원도,춘천시
520,석적점,경상북도,칠곡군
521,석포점,경기도,화성시
522,선부3점,경기도,안산시단원구
523,선수촌점,서울특별시,송파구
524,선유점,경기도,파주시
525,선화점,대전광역시,중구
526,설봉점,경기도,이천시
527,설성점,경기도,이천시
528,설악동점,강원도,속초시
529,설악면점,경기도,가평군
530,성거점,충청남도,천안시서북구
531,성건점,경상북도,경주시
532,성남점,경기도,성남시중원구
533,성남점(울산),울산광역시,중구
534,성내점,서울특별시,강동구
535,성당점,대구광역시,달서구
536,성대1점,경기도,수원시장안구
537,성대2점,경기도,수원시장안구
538,성산동점,서울특별시,마포구
539,성산점,제주특별자치도,서귀포시
540,성서점,대구광역시,달서구
541,성석점,경기도,고양시일산동구
542,성정2점,충청남도,천안시서북구
543,성정점,충청남도,천안시서북구
544,성주점(경북),경상북도,성주군
545,성환점,충청남도,천안시서북구
546,세검정점,서울특별시,종로구
547,세곡점,서울특별시,강남구
548,세류점,경기도,수원시권선구
549,세종청사점,세종특별자치시,갈매로
550,센트럴파크점,인천광역시,연수구
551,소래점,인천광역시,남동구
552,소사3점,경기도,부천시소사구
553,소양로점,강원도,춘천시
554,소촌점,광주광역시,광산구
555,속리산점,충청북도,보은군
556,송강그린점,대전광역시,유성구
557,송강마을점,대전광역시,유성구
558,송내1점,경기도,부천시소사구
559,송내점,경기도,동두천시
560,송도럭키점,인천광역시,연수구
561,송도신도시점,인천광역시,연수구
562,송도점,인천광역시,연수구
563,송림점,인천광역시,동구
564,송산점,경기도,화성시
565,송악점,충청남도,아산시
566,송월점,인천광역시,중구
567,송정점,강원도,동해시
568,송지호점,강원도,고성군
569,송천점,전라북도,전주시덕진구
570,송촌점,대전광역시,대덕구
571,송현점,대구광역시,달서구
572,수곡동점,충청북도,청주시서원구
573,수리산역점,경기도,군포시
